,id_no,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
1804,1804,339,4.51,569,116,5012.56,1323.896,22.15706753,18.43894762,28.99621207,0.116674048
1805,1805,308,6.03,602,82,4427.84,1014.46,21.96394092,18.43894762,27.24700792,0.15233280306525776
1806,1806,240,2.69,268,285,3462.91,649.043,21.79971705,16.1768348619017,27.20949026,0.15081053572089756
1807,1807,303,6.03,302,390,3400.1,1323.896,21.8547984,18.43894762,28.58415513,0.15591886128288618
1808,1808,328,4.1,433,168,3400.1,937.503,23.32767857,18.43894762,27.20645706,0.15860063832064442
1809,1809,332,3.81,360,15,3400.1,766.672,22.9731909,18.43894762,29.26207143,0.18839319067680885
1810,1810,226,3.34,655,54,3719.22,914.314,22.913975,16.118673465334183,28.49929719,0.1717541963032517
1811,1811,226,2.27,264,0,3400.1,822.763,22.27374115,16.488493292075546,27.4284902,0.17362171797447193
1812,1812,226,2.66,639,0,4411.14,1323.896,20.58125727,16.434793754456617,28.62480653,0.16859866812068985
1813,1813,313,5.24,264,0,4954.54,1279.741,20.97416066,17.932660013048302,28.21026575,0.19028275739639677
1814,1814,341,6.03,655,75,3506.2,754.157,23.32767857,18.43894762,26.19026488,0.14075201602934204
1815,1815,247,6.03,443,166,4500.23,679.175,22.55282202,17.169652229259576,29.26207143,0.116674048
1816,1816,326,2.27,648,342,4225.6,719.901,22.03155275,15.962390294043765,27.7781397,0.116674048
1817,1817,226,3.22,442,0,4280.98,1323.896,20.67571242,16.803500942756507,27.79610698,0.116674048
1818,1818,303,4.79,576,0,4975.35,805.643,23.32767857,15.692692999999998,29.26207143,0.116674048
1819,1819,341,2.27,649,390,4341.01,880.92,22.99419021,18.43894762,28.36195462,0.15652100052603118
1820,1820,341,2.27,264,0,3400.1,1323.896,20.9429239,18.43894762,26.99876044,0.1196426072309032
1821,1821,327,2.86,525,390,3400.1,1241.25,23.03421157,15.692692999999998,27.27559321,0.116674048
1822,1822,341,3.12,513,390,3400.1,1323.896,23.09398218,18.43894762,29.26207143,0.18913931246115498
1823,1823,226,2.87,264,0,4242.19,798.288,22.79198142,18.43894762,26.2083249,0.12674681318610392
1824,1824,297,2.74,264,276,3400.1,1323.896,22.96386516,15.692692999999998,28.59471051,0.19128837399999998
1825,1825,226,3.95,264,378,4189.85,1222.821,22.11212258,18.10387492376042,26.8513138,0.15203116008333833
1826,1826,333,2.27,264,0,3400.1,820.552,23.32767857,17.02378683737636,28.10529709,0.15351937595060478
1827,1827,291,5.35,655,289,3400.1,888.003,22.75268779,16.297624404879954,29.26207143,0.19128837399999998
1828,1828,341,2.27,264,37,3400.1,1323.896,23.32767857,16.605853716571122,26.54868946,0.12055398427343834
1829,1829,226,4.76,388,185,4605.18,941.841,21.53641977,17.34118537621951,26.19026488,0.15449769502077293
1830,1830,302,2.27,264,0,3940.4,653.868,22.8441647,15.80403371416239,29.26207143,0.116674048
1831,1831,341,5.69,531,327,3400.1,938.056,21.69409257,15.692692999999998,26.80494967,0.116674048
1832,1832,226,3.33,264,0,5320.75,1323.896,20.58125727,16.80775874716639,27.437909,0.11942102532327759
1833,1833,226,3.47,264,128,3400.1,1258.495,22.29062008,17.926108056686928,26.19026488,0.1573935995346688
1834,1834,341,3.8,382,223,5320.75,1323.896,20.58125727,15.692692999999998,29.26207143,0.116674048
1835,1835,323,3.31,557,63,3400.1,925.579,23.32767857,16.189742013037264,29.26207143,0.116674048
1836,1836,328,3.76,655,0,4327.25,1323.896,23.32767857,15.917004728591829,29.26207143,0.17607246361838266
1837,1837,341,5.64,655,138,3400.1,906.294,21.74736739,16.531156806562702,29.26207143,0.116674048
1838,1838,226,4.36,655,4,3400.1,1323.896,21.44412325,18.214352195228937,29.04085705,0.12061455687501418
1839,1839,302,2.27,264,287,3845.31,927.804,22.53605457,17.50028513887829,28.5224731,0.116674048
1840,1840,259,5.13,264,0,3470.46,1295.659,22.37542381,15.872763141391903,28.86818776,0.18190797568910855
1841,1841,318,3.21,317,124,3655.56,1323.896,20.82560166,17.874285413177986,28.82246786,0.16676473672594017
1842,1842,226,3.08,519,249,4744.01,945.705,23.32767857,16.41748672243078,28.03420092,0.17276432541595205
1843,1843,340,5.62,655,148,3400.1,1323.896,22.08487012,18.43894762,28.89319722,0.1429477640905025
1844,1844,319,5.6,655,380,3599.3,1323.896,21.74239087,15.988213691574913,28.68709433,0.16059897857842928
1845,1845,321,4.54,505,266,4852.7,765.383,23.2748119,18.43894762,26.24012207,0.116674048
1846,1846,340,4.62,367,210,5230.76,874.08,21.74291319,16.308681715430204,26.8668187,0.14478507578652816
1847,1847,337,2.27,612,0,4979.77,869.077,20.65520843,17.80753709347021,27.22603388,0.116674048
1848,1848,341,4.19,264,0,3400.1,720.341,20.58125727,18.43894762,29.01139276,0.11740953722698266
1849,1849,327,4.78,570,203,3400.1,1323.896,23.32767857,16.75948032527444,27.73340271,0.17760530238532307
1850,1850,327,4.92,510,355,3996.73,654.478,21.11860046,16.70891023861819,28.60401564,0.116674048
1851,1851,236,4.59,264,0,3907.14,1323.896,23.32767857,15.951441039191401,29.26207143,0.19128837399999998
1852,1852,331,2.27,655,43,3566.38,704.585,22.66928317,15.732842332843084,28.68395913,0.1441846376583057
1853,1853,322,3.3,655,206,3686.1,1323.896,23.32767857,17.776936891639977,26.19026488,0.116674048
1854,1854,341,4.83,286,44,3400.1,958.786,20.68366149,17.975678399722792,29.26207143,0.17249356656936243
1855,1855,226,3.94,264,261,4195.73,866.133,23.32767857,17.559179720168604,29.19025345,0.12850751757349374
1856,1856,324,2.27,559,390,5246.72,886.543,23.32767857,17.738223493996557,29.26207143,0.14373305438046355
1857,1857,226,4.87,264,390,3400.1,1323.896,23.27585634,18.43894762,29.26207143,0.19128837399999998
1858,1858,239,2.47,632,144,3746.33,864.551,20.58125727,18.43894762,27.39334409,0.19128837399999998
1859,1859,322,4.09,385,0,4238.42,1323.896,21.58446526,18.43894762,27.44721247,0.19128837399999998
1860,1860,246,2.45,264,390,4323.97,959.347,23.32767857,16.181646219370595,27.97948413,0.1289718881644146
1861,1861,266,2.27,264,309,3400.1,1323.896,23.32767857,18.43894762,28.94754448,0.116674048
1862,1862,337,3.18,655,256,3400.1,786.061,23.13704804,15.743189331147692,29.26207143,0.16561524989662246
1863,1863,341,2.57,264,0,3400.1,825.811,23.32767857,16.186813770272963,28.33660386,0.116674048
1864,1864,330,3.84,264,390,3635.74,1323.896,20.58125727,18.20055421206865,27.75798202,0.18541962964209516
1865,1865,336,2.33,517,0,3400.1,1323.896,21.29013692,16.73680565664827,27.27770577,0.116674048
1866,1866,283,2.27,460,99,3778.03,899.371,21.81230285,16.343346973518404,29.26207143,0.19128837399999998
1867,1867,341,2.27,655,390,4998.2,885.11,23.32767857,16.49044139153598,27.75813206,0.11716302252017474
1868,1868,334,4.1,655,155,3400.1,1323.896,21.07988775,15.692692999999998,27.36230117,0.13006096982902057
1869,1869,331,3.6,655,390,3400.1,687.108,20.58125727,16.365534958038516,26.19026488,0.17128523808733925
1870,1870,226,3.41,652,133,3400.1,762.962,23.32767857,18.43894762,27.23680331,0.1537751267618532
1871,1871,341,4.12,488,179,3400.1,1323.896,21.88832344,16.204553967188907,26.19026488,0.116674048
1872,1872,341,3.61,542,0,3400.1,1323.896,20.68607302,18.43894762,29.26207143,0.17236819031456346
1873,1873,318,3.08,655,390,3943.23,1323.896,23.32767857,16.946051118313314,29.26207143,0.16497613401736172
1874,1874,226,2.29,397,390,4638.39,1267.692,21.94161996,16.25946436203513,29.26207143,0.16893559425514157
1875,1875,234,4.85,619,0,3400.1,1293.933,22.00033384,16.44431792989419,28.60749048,0.17598336808904935
1876,1876,305,2.27,264,155,3924.6,1323.896,21.24870571,17.762039709661074,29.26207143,0.116674048
1877,1877,306,2.62,614,140,3400.1,744.512,23.32767857,16.510953442855627,29.26207143,0.1592175915611506
1878,1878,226,2.27,264,0,5320.75,972.343,23.11591227,15.692692999999998,27.79329118,0.116674048
1879,1879,301,2.27,264,19,3400.1,889.346,20.77783358,15.692692999999998,26.19026488,0.12718938713468705
1880,1880,341,2.27,585,366,3400.1,1209.81,21.40340164,15.692692999999998,26.19026488,0.15609780806842233
1881,1881,341,6.03,648,59,4927.29,848.087,23.08798451,15.692692999999998,27.86412356,0.116674048
1882,1882,341,4.08,264,0,3400.1,951.64,22.89011313,18.010773907593205,29.26207143,0.16483311343677132
1883,1883,262,2.27,602,0,3639.52,688.114,22.42570326,15.692692999999998,28.49579591,0.1718547483122665
1884,1884,341,2.27,337,0,3840.9,1297.304,23.05259456,15.692692999999998,29.26207143,0.1699291416594102
1885,1885,226,2.27,423,390,4393.83,1297.302,21.62378232,16.639098570659183,26.33363743,0.116674048
1886,1886,229,3.12,307,203,3937.81,704.467,23.15117744,18.43894762,27.90012171,0.125266770177544
1887,1887,305,2.61,264,0,3400.1,628.242,21.60078078,16.29952219226847,27.62668272,0.18126083349445657
1888,1888,304,6.03,379,0,5320.75,1323.896,23.32767857,16.75788918094418,29.26207143,0.16123288933849061
1889,1889,328,2.32,264,0,5320.75,1323.896,21.98113504,18.43894762,28.03943957,0.116674048
1890,1890,292,3.11,264,238,3584.59,870.395,23.32431554,18.43894762,27.81647944,0.12328614755919384
1891,1891,291,4.43,427,259,3639.89,754.136,23.32767857,16.300195131263877,29.26207143,0.1884378815308083
1892,1892,331,3.4,584,275,3400.1,727.763,23.32767857,16.00823690398861,27.25201539,0.116674048
1893,1893,330,3.24,611,157,4020.98,1323.896,23.32767857,16.289679908232745,29.26207143,0.15354341077559905
1894,1894,242,2.27,575,0,3657.89,860.218,23.32767857,15.983286526139675,28.01342609,0.116674048
1895,1895,341,2.27,269,390,4486.15,1323.896,22.56492797,15.692692999999998,27.67536595,0.12285600842755488
1896,1896,226,3.38,264,0,5320.75,1212.551,21.46324592,16.293162104949065,29.26207143,0.13264172554076512
1897,1897,333,6.03,573,283,3400.1,1323.896,20.69029523,18.161361993439243,29.26207143,0.116674048
1898,1898,231,5.6,574,102,4162.75,1323.896,23.32767857,16.336944110915542,27.47838253,0.19128837399999998
1899,1899,341,2.33,530,390,3988.02,948.89,20.58125727,18.43894762,28.17225254,0.116674048
1900,1900,318,2.74,264,226,3400.1,1323.896,22.44680667,16.487588316209806,28.89701119,0.116674048
1901,1901,341,5.78,566,25,4366.98,930.635,21.35052425,17.447136409419784,29.26207143,0.1795981585170413
1902,1902,306,2.27,264,324,3400.1,769.143,22.8860591,16.006090883652426,29.26207143,0.116674048
1903,1903,289,2.27,655,390,3944.21,1323.896,20.58125727,15.692692999999998,26.19026488,0.116674048
1904,1904,226,2.83,264,0,3654.54,1253.76,21.54176091,18.43894762,27.99980194,0.116674048
1905,1905,341,4.03,558,62,3413.86,807.578,20.58125727,18.43894762,29.26207143,0.116674048
1906,1906,316,4.63,392,78,4718.56,1323.896,22.45155854,16.678919112323847,28.15366372,0.116674048
1907,1907,226,2.27,633,0,4670.89,1323.896,21.28708515,15.692692999999998,27.91174612,0.18128487086106312
1908,1908,341,6.03,632,315,3873.13,1323.896,21.39182912,16.03724716537168,29.26207143,0.14027289561345377
1909,1909,341,6.03,264,0,3400.1,908.296,23.32767857,18.43894762,28.13848287,0.19128837399999998
1910,1910,341,4.32,264,27,3400.1,1323.896,23.32767857,16.93486411887648,29.26207143,0.19072964911307932
1911,1911,326,4.09,655,0,3400.1,1323.896,23.32767857,18.352765973230778,28.31412702,0.17939045544876064
1912,1912,341,4.18,559,55,4454.41,1323.896,22.89627455,15.861226563256158,29.26207143,0.116674048
1913,1913,298,3.15,527,78,3400.1,1323.896,20.58125727,16.207061633103407,26.19026488,0.116674048
1914,1914,336,2.27,655,66,4749.77,1323.896,23.12034097,15.692692999999998,29.26207143,0.116674048
1915,1915,251,3.84,546,0,4598.31,1323.896,22.0423947,16.639106428162048,29.26207143,0.15017632623055996
1916,1916,316,3.04,308,229,3459.65,1256.104,20.91153202,16.215798594994972,28.35739838,0.116674048
1917,1917,341,3.08,581,333,3492.82,715.551,21.07090457,18.43894762,29.26207143,0.16631599253012136
1918,1918,341,6.03,285,390,3960.66,1323.896,21.24236814,18.43894762,27.66754829,0.15795014131144328
1919,1919,248,4.58,583,65,3400.1,1323.896,21.85077295,16.552767745693806,27.83611334,0.13196396198224414
1920,1920,305,5.69,586,18,3423.63,1176.966,23.32767857,18.43894762,29.26207143,0.13541421051338468
1921,1921,329,3.88,588,0,4049.83,917.036,21.9704013,16.267357023217006,29.26207143,0.15732426815958525
1922,1922,315,6.03,592,0,3400.1,927.524,22.5751284,15.692692999999998,29.26207143,0.18166772895014272
1923,1923,315,5.31,264,132,3620.71,949.965,22.34400176,16.364385116726336,29.26207143,0.15272028961668013
1924,1924,252,2.75,532,235,3693.5,774.033,20.76665065,15.972819766061484,28.07932581,0.19128837399999998
1925,1925,318,5.42,572,0,3400.1,821.172,23.18838217,17.24882410504826,26.19026488,0.17690492813219977
1926,1926,341,2.27,264,268,4421.58,907.895,21.51558358,15.90709406473764,26.83887163,0.12165165228798293
1927,1927,311,6.03,305,0,3400.1,1035.498,23.32767857,18.350676043146354,29.26207143,0.15389631734022619
1928,1928,283,4.22,655,337,3770.92,901.415,22.64534358,16.26833428009125,28.59374602,0.116674048
1929,1929,327,6.03,655,229,4361.29,1231.744,22.62619172,18.43894762,29.26207143,0.19128837399999998
1930,1930,226,3.44,264,219,3400.1,1323.896,22.82137466,16.537418394471185,27.30760261,0.17305927773489155
1931,1931,341,2.27,595,111,4056.0,1323.896,20.84260783,18.43894762,29.26207143,0.11934445926927385
1932,1932,330,4.06,567,264,3437.38,1323.896,23.32767857,15.692692999999998,29.26207143,0.15719639275396105
1933,1933,322,5.06,467,0,5320.75,1246.728,22.22770852,15.692692999999998,26.98810435,0.15172986140941347
1934,1934,295,2.89,264,185,3400.1,1323.896,22.41153589,15.950844921317758,29.26207143,0.116674048
1935,1935,322,6.03,424,274,3717.54,1323.896,20.8957891,15.999945133777258,26.62893142,0.116674048
1936,1936,323,2.27,264,0,3738.46,1152.405,21.4476736,15.692692999999998,28.63795888,0.1605711946739831
1937,1937,341,6.03,395,362,3400.1,920.352,20.68171104,16.685280642858064,28.01848312,0.19128837399999998
1938,1938,266,2.27,569,0,3400.1,855.413,20.90151018,16.56477717712699,29.26207143,0.17214951097002254
1939,1939,306,3.91,553,54,3400.1,1323.896,21.80931998,16.072407706720856,27.37732968,0.18245649516255527
1940,1940,317,2.27,388,237,3485.63,1323.896,22.60885127,17.876376233706786,29.26207143,0.116674048
1941,1941,312,4.96,655,133,3400.1,900.636,22.06697042,18.378149970970473,29.2109742,0.16189128319676427
1942,1942,341,2.27,544,44,4625.79,690.517,22.50275574,15.824918871589084,28.75475548,0.19128837399999998
1943,1943,292,5.97,268,0,3400.1,1323.896,21.89686908,16.190990053090616,26.69592061,0.16037248811099375
1944,1944,341,5.56,555,86,4580.11,826.781,22.72941849,16.15957645819717,28.12340678,0.1523953445699731
1945,1945,341,5.36,510,119,3400.1,1323.896,22.12693165,18.43894762,27.86113068,0.116674048
1946,1946,333,6.03,655,361,3633.8,959.626,20.89379707,15.818397074054456,29.26207143,0.116674048
1947,1947,296,2.56,264,390,3939.26,929.468,21.08726277,16.47964822938563,29.26207143,0.116674048
1948,1948,341,6.03,264,390,3400.1,1323.896,20.94595779,16.16983488921501,27.21002113,0.116674048
1949,1949,248,4.88,549,149,4289.72,1294.028,22.18297583,15.692692999999998,28.72785967,0.18238176537367065
1950,1950,303,5.47,655,50,3824.29,762.374,23.32767857,16.62376313042378,29.26207143,0.1912865093018022
1951,1951,226,2.27,601,112,4201.91,840.446,23.32767857,15.868228938795284,27.08227794,0.16513406926163374
1952,1952,341,2.27,264,100,3917.72,1323.896,21.33540335,18.43894762,27.43537916,0.14991608774392418
1953,1953,311,2.81,264,100,3954.19,1277.978,23.1620995,16.41517685712413,26.19026488,0.16491123487824264
1954,1954,341,2.27,594,259,3817.91,849.743,22.74594772,16.29256140687286,29.26207143,0.14970776098213634
1955,1955,335,2.6,308,3,3400.1,781.024,21.86976974,16.124367368705286,27.49506329,0.1558913253969107
1956,1956,298,5.51,264,181,3400.1,1323.896,23.20006042,18.43894762,29.26207143,0.14594896519433215
1957,1957,338,2.27,264,0,3759.76,1323.896,22.16178385,18.43894762,29.26207143,0.116674048
1958,1958,333,4.43,336,177,4164.69,1323.896,20.75686168,18.43894762,27.85169387,0.18182040182603953
1959,1959,341,4.41,490,175,3400.1,1323.896,21.54887939,16.576762915783682,28.21508932,0.116674048
1960,1960,341,6.03,655,73,3400.1,827.559,20.59416107,18.221496835174417,28.5273498,0.17738899672343986
1961,1961,308,3.36,579,44,3400.1,768.112,22.16079898,16.072906918733267,29.23232715,0.1866428625752747
1962,1962,256,2.27,622,0,3400.1,1323.896,22.32306344,17.817731700624595,29.26207143,0.16959803554210476
1963,1963,273,5.28,346,29,3400.1,1323.896,21.71830656,16.235699905868678,28.12929605,0.116674048
1964,1964,329,2.27,329,91,4084.81,1323.896,21.87348821,16.353216197563953,28.18866295,0.11842755283408378
1965,1965,226,2.27,652,252,3426.69,1323.896,23.32767857,16.44384864454448,26.19026488,0.116674048
1966,1966,328,2.27,264,357,3400.1,829.759,21.41325003,15.692692999999998,28.18226396,0.116674048
1967,1967,324,3.98,330,0,3400.1,901.314,23.32767857,16.066810979813763,26.38103733,0.18576811948343128
1968,1968,226,3.17,604,0,4157.64,1323.896,21.63010959,18.182332444122107,27.83927029,0.116674048
1969,1969,333,2.27,264,390,3974.64,870.635,21.12803244,15.742521543627376,28.74241184,0.116674048
1970,1970,323,4.85,498,306,3400.1,1317.057,21.60678499,18.43894762,29.26207143,0.18644833366458433
1971,1971,231,5.1,618,319,4925.58,1323.896,22.48831689,15.740465072765812,27.24666343,0.16472013664657476
1972,1972,226,2.27,427,258,3400.1,599.974,23.22479673,18.43894762,28.54870423,0.182632788150455
1973,1973,282,4.59,641,390,3720.0,1323.896,23.32767857,16.660747674804206,26.86857442,0.1283010137074206
1974,1974,319,3.05,515,298,5320.75,855.55,23.32767857,18.43894762,27.80954447,0.14974181245923013
1975,1975,261,2.27,264,185,4083.24,1272.924,22.69732479,17.141788691547493,26.19026488,0.14731079084893417
1976,1976,259,6.03,596,0,3400.1,905.186,23.32767857,18.43894762,26.55765456,0.16409920343908008
1977,1977,269,6.03,614,390,3400.1,1323.896,23.32767857,18.43894762,29.26207143,0.18850982405255778
1978,1978,234,3.69,294,0,3400.1,934.688,21.79549632,17.896307750084326,27.54709785,0.116674048
1979,1979,341,2.82,264,279,3400.1,1323.896,22.25983399,17.733112438529794,27.92390666,0.17756619862608808
1980,1980,274,4.8,343,365,4351.1,706.959,22.94021578,16.55124210728029,27.97718586,0.19128837399999998
1981,1981,292,3.21,264,251,5074.59,1323.896,22.75245261,18.43894762,28.67272534,0.12029953114684167
1982,1982,226,2.36,655,0,4085.22,960.268,22.83419518,16.580113370880504,28.41321494,0.116674048
1983,1983,303,2.37,470,193,3400.1,1323.896,22.77099341,15.692692999999998,26.62099987,0.13912377509400584
1984,1984,325,2.27,550,75,3400.1,959.022,20.58125727,17.5108011059784,28.5056248,0.116674048
1985,1985,328,5.36,369,390,3400.1,1323.896,20.96637951,15.692692999999998,28.1635879,0.12300410383220023
1986,1986,226,2.66,504,82,3992.42,1323.896,23.07105341,15.890464181122898,27.83707082,0.116674048
1987,1987,321,3.17,632,390,4321.47,1323.896,22.5325528,16.875195765509407,26.19026488,0.116674048
1988,1988,238,2.58,621,245,3691.69,922.967,22.29971857,16.114878892789662,29.26207143,0.18222458038527248
1989,1989,226,3.05,351,359,3400.1,860.578,23.32767857,16.447937793267858,26.19026488,0.14612880776422715
1990,1990,226,2.3,280,234,4714.02,954.709,22.77722589,16.2770876986406,28.68070701,0.1682923481388777
